T_B[K] T_C[K] T_D[K] Setpoint_B[K] Setpoint_C[K] Setpoint_D[K] Sensor_B[Ohm] Sensor_C[Ohm] Sensor_D[Ohm] CNT yyyy-mm-dd hh:mm:ss.ccccc
8.25336 0.0 0.0 2.0 0.0 0.0 1270.064 2107.86 153.3126 128 2024-01-10 18:49:59
8.20154 0.0 0.0 2.0 0.0 0.0 1276.478 2121.632 153.7152 1008 2024-01-10 19:52:32
8.19738 0.0 0.0 2.0 0.0 0.0 1276.976 2121.638 153.697 129 2024-01-10 18:50:03
8.14916 0.0 0.0 2.0 0.0 0.0 1283.974 2135.1 154.0758 130 2024-01-10 18:50:06
8.10554 0.0 0.0 2.0 0.0 0.0 1290.414 2147.802 154.4316 131 2024-01-10 18:50:09
8.0638 0.0 0.0 2.0 0.0 0.0 1296.668 2162.32 154.8488 1009 2024-01-10 19:52:38
8.05488 0.0 0.0 2.0 0.0 0.0 1297.94 2163.132 154.8578 132 2024-01-10 18:50:12
8.00588 0.0 0.0 2.0 0.0 0.0 1305.232 2176.94 155.2412 133 2024-01-10 18:50:16
7.99614 0.0 0.0 8.0 0.0 0.0 1306.608 2178.27 155.274 17 2024-01-10 20:24:51
7.99408 0.0 0.0 8.0 0.0 0.0 1306.918 2177.936 155.278 148 2024-01-11 15:52:36
7.9624 0.0 0.0 2.0 0.0 0.0 1311.75 2189.696 155.592 134 2024-01-10 18:50:19
7.92984 0.0 0.0 2.0 0.0 0.0 1316.744 2200.304 155.899 1010 2024-01-10 19:52:44
7.91944 0.0 0.0 2.0 0.0 0.0 1318.226 2202.49 155.941 135 2024-01-10 18:50:22
7.87534 0.0 0.0 2.0 0.0 0.0 1324.864 2215.724 156.3048 136 2024-01-10 18:50:26
7.8306 0.0 0.0 2.0 0.0 0.0 1331.678 2229.32 156.6766 137 2024-01-10 18:50:29
7.80724 0.0 0.0 2.0 0.0 0.0 1335.204 2237.948 156.9278 1011 2024-01-10 19:52:50
7.7867 0.0 0.0 2.0 0.0 0.0 1338.432 2242.432 157.0332 138 2024-01-10 18:50:32
7.74164 0.0 0.0 2.0 0.0 0.0 1345.37 2256.722 157.4138 139 2024-01-10 18:50:36
7.69504 0.0 0.0 2.0 0.0 0.0 1352.48 2270.476 157.7882 140 2024-01-10 18:50:39
7.68562 0.0 0.0 2.0 0.0 0.0 1353.946 2274.444 157.9092 1012 2024-01-10 19:52:57
7.6519 0.0 0.0 2.0 0.0 0.0 1359.224 2283.918 158.1462 141 2024-01-10 18:50:42
7.6062 0.0 0.0 2.0 0.0 0.0 1366.41 2298.37 158.5328 142 2024-01-10 18:50:45
7.56016 0.0 0.0 2.0 0.0 0.0 1373.592 2312.424 158.9124 143 2024-01-10 18:50:49
7.53692 0.0 0.0 2.0 0.0 0.0 1377.354 2321.422 159.1632 1013 2024-01-10 19:53:03
7.51796 0.0 0.0 2.0 0.0 0.0 1380.208 2325.404 159.254 144 2024-01-10 18:50:52
7.50174 0.0 0.0 7.5 0.0 0.0 1382.78 2329.03 159.348 16 2024-01-10 20:23:42
7.49474 0.0 0.0 7.5 0.0 0.0 1383.884 2329.988 159.3844 149 2024-01-11 15:53:50
7.47386 0.0 0.0 2.0 0.0 0.0 1387.344 2340.078 159.6402 145 2024-01-10 18:50:55
7.42806 0.0 0.0 2.0 0.0 0.0 1394.544 2354.146 160.0102 146 2024-01-10 18:50:59
7.40308 0.0 0.0 2.0 0.0 0.0 1398.58 2364.078 160.2868 1014 2024-01-10 19:53:09
7.38516 0.0 0.0 2.0 0.0 0.0 1401.5 2367.926 160.3702 147 2024-01-10 18:51:02
7.34134 0.0 0.0 2.0 0.0 0.0 1408.556 2382.13 160.7436 148 2024-01-10 18:51:05
7.29938 0.0 0.0 2.0 0.0 0.0 1415.3 2395.284 161.0862 149 2024-01-10 18:51:09
7.27292 0.0 0.0 2.0 0.0 0.0 1419.638 2404.934 161.3552 1015 2024-01-10 19:53:15
7.25726 0.0 0.0 2.0 0.0 0.0 1422.198 2409.314 161.449 150 2024-01-10 18:51:12
7.21232 0.0 0.0 2.0 0.0 0.0 1429.454 2423.924 161.8288 151 2024-01-10 18:51:15
7.17446 0.0 0.0 2.0 0.0 0.0 1435.674 2436.422 162.1706 1016 2024-01-10 19:53:22
7.17018 0.0 0.0 2.0 0.0 0.0 1436.452 2437.578 162.177 152 2024-01-10 18:51:18
7.13144 0.0 0.0 2.0 0.0 0.0 1443.462 2451.756 162.5416 153 2024-01-10 18:51:22
7.09802 0.0 0.0 2.0 0.0 0.0 1449.922 2464.282 162.864 154 2024-01-10 18:51:25
7.0798 0.0 0.0 2.0 0.0 0.0 1453.724 2473.818 163.121 1017 2024-01-10 19:53:28
7.06674 0.0 0.0 2.0 0.0 0.0 1456.15 2477.154 163.1916 155 2024-01-10 18:51:28
7.0321 0.0 0.0 2.0 0.0 0.0 1463.078 2490.98 163.5428 156 2024-01-10 18:51:32
7.00202 0.0 0.0 7.0 0.0 0.0 1468.98 2499.754 163.7738 150 2024-01-11 15:55:01
6.99846 0.0 0.0 2.0 0.0 0.0 1469.776 2504.104 163.877 157 2024-01-10 18:51:35
6.99698 0.0 0.0 7.0 0.0 0.0 1470.01 2504.92 163.8682 15 2024-01-10 20:22:27
6.97266 0.0 0.0 2.0 0.0 0.0 1475.004 2516.074 164.194 1018 2024-01-10 19:53:34
6.9693 0.0 0.0 2.0 0.0 0.0 1475.654 2515.656 164.1666 158 2024-01-10 18:51:38
6.9382 0.0 0.0 2.0 0.0 0.0 1481.812 2528.53 164.4864 159 2024-01-10 18:51:42
6.906 0.0 0.0 2.0 0.0 0.0 1488.396 2541.578 164.8156 160 2024-01-10 18:51:45
6.87854 0.0 0.0 2.0 0.0 0.0 1493.96 2554.066 165.1458 1019 2024-01-10 19:53:40
6.87454 0.0 0.0 2.0 0.0 0.0 1494.752 2554.324 165.1332 161 2024-01-10 18:51:48
6.84446 0.0 0.0 2.0 0.0 0.0 1500.922 2566.79 165.444 162 2024-01-10 18:51:51
6.81402 0.0 0.0 2.0 0.0 0.0 1507.15 2579.21 165.753 163 2024-01-10 18:51:55
6.7835 0.0 0.0 2.0 0.0 0.0 1513.43 2591.908 166.0666 164 2024-01-10 18:51:58
6.77702 0.0 0.0 2.0 0.0 0.0 1514.818 2596.576 166.198 1020 2024-01-10 19:53:47
6.75174 0.0 0.0 2.0 0.0 0.0 1519.942 2605.33 166.3974 165 2024-01-10 18:52:01
6.71888 0.0 0.0 2.0 0.0 0.0 1526.72 2619.18 166.7364 166 2024-01-10 18:52:05
6.685 0.0 0.0 2.0 0.0 0.0 1533.824 2633.734 167.091 167 2024-01-10 18:52:08
6.68106 0.0 0.0 2.0 0.0 0.0 1534.716 2635.962 167.166 1021 2024-01-10 19:53:53
6.65112 0.0 0.0 2.0 0.0 0.0 1540.952 2647.76 167.4338 168 2024-01-10 18:52:11
6.62082 0.0 0.0 2.0 0.0 0.0 1547.274 2660.194 167.7378 169 2024-01-10 18:52:15
6.59078 0.0 0.0 2.0 0.0 0.0 1553.65 2675.102 168.1168 1022 2024-01-10 19:53:59
6.58972 0.0 0.0 2.0 0.0 0.0 1553.8 2673.886 168.0696 170 2024-01-10 18:52:18
6.55722 0.0 0.0 2.0 0.0 0.0 1560.776 2687.714 168.404 171 2024-01-10 18:52:21
6.52796 0.0 0.0 2.0 0.0 0.0 1566.962 2700.202 168.7024 172 2024-01-10 18:52:24
6.50476 0.0 0.0 6.5 0.0 0.0 1571.856 2707.76 168.8762 151 2024-01-11 15:56:17
6.50032 0.0 0.0 2.0 0.0 0.0 1572.932 2713.0 168.9876 173 2024-01-10 18:52:28
6.50022 0.0 0.0 2.0 0.0 0.0 1573.024 2714.4 169.0424 1023 2024-01-10 19:54:06
6.49692 0.0 0.0 6.5 0.0 0.0 1573.552 2712.68 168.9798 14 2024-01-10 20:21:11
6.47238 0.0 0.0 2.0 0.0 0.0 1578.906 2725.52 169.2856 174 2024-01-10 18:52:31
6.44132 0.0 0.0 2.0 0.0 0.0 1585.59 2738.96 169.6098 175 2024-01-10 18:52:34
6.42478 0.0 0.0 2.0 0.0 0.0 1589.262 2747.2 169.8288 1024 2024-01-10 19:54:12
6.41186 0.0 0.0 2.0 0.0 0.0 1591.968 2752.04 169.9194 176 2024-01-10 18:52:38
6.38126 0.0 0.0 2.0 0.0 0.0 1598.574 2765.56 170.239 177 2024-01-10 18:52:41
6.35128 0.0 0.0 2.0 0.0 0.0 1605.14 2778.64 170.5508 178 2024-01-10 18:52:44
6.33942 0.0 0.0 2.0 0.0 0.0 1607.73 2785.66 170.7344 1025 2024-01-10 19:54:18
6.32312 0.0 0.0 2.0 0.0 0.0 1611.406 2791.38 170.853 179 2024-01-10 18:52:47
6.29994 0.0 0.0 2.0 0.0 0.0 1617.458 2803.56 171.1368 180 2024-01-10 18:52:51
6.27668 0.0 0.0 2.0 0.0 0.0 1623.594 2816.04 171.4282 181 2024-01-10 18:52:54
6.2649 0.0 0.0 2.0 0.0 0.0 1626.712 2823.06 171.6146 1026 2024-01-10 19:54:25
6.25346 0.0 0.0 2.0 0.0 0.0 1629.634 2828.4 171.7154 182 2024-01-10 18:52:57
6.23128 0.0 0.0 2.0 0.0 0.0 1635.412 2839.84 171.9874 183 2024-01-10 18:53:01
6.20976 0.0 0.0 2.0 0.0 0.0 1641.108 2851.42 172.2546 184 2024-01-10 18:53:04
6.2024 0.0 0.0 2.0 0.0 0.0 1643.034 2855.64 172.3724 1027 2024-01-10 19:54:32
6.18816 0.0 0.0 2.0 0.0 0.0 1646.786 2863.22 172.5272 185 2024-01-10 18:53:07
6.16518 0.0 0.0 2.0 0.0 0.0 1652.922 2875.8 172.8164 186 2024-01-10 18:53:11
6.14356 0.0 0.0 2.0 0.0 0.0 1658.644 2887.48 173.0868 187 2024-01-10 18:53:14
6.13114 0.0 0.0 2.0 0.0 0.0 1662.042 2896.14 173.3012 1028 2024-01-10 19:54:38
6.12026 0.0 0.0 2.0 0.0 0.0 1664.942 2900.4 173.3822 188 2024-01-10 18:53:17
6.09818 0.0 0.0 2.0 0.0 0.0 1670.816 2912.2 173.6538 189 2024-01-10 18:53:20
6.07788 0.0 0.0 2.0 0.0 0.0 1676.242 2922.84 173.901 190 2024-01-10 18:53:24
6.05812 0.0 0.0 2.0 0.0 0.0 1681.612 2934.54 174.1616 191 2024-01-10 18:53:27
6.05484 0.0 0.0 2.0 0.0 0.0 1682.64 2938.54 174.2734 1029 2024-01-10 19:54:45
6.03592 0.0 0.0 2.0 0.0 0.0 1687.62 2946.66 174.4388 192 2024-01-10 18:53:30
6.01438 0.0 0.0 2.0 0.0 0.0 1693.486 2958.9 174.7158 193 2024-01-10 18:53:34
5.99984 0.0 0.0 6.0 0.0 0.0 1697.364 2965.4 174.8592 13 2024-01-10 20:19:49
5.99876 0.0 0.0 6.0 0.0 0.0 1697.666 2964.86 174.8644 152 2024-01-11 15:57:33
5.99184 0.0 0.0 2.0 0.0 0.0 1699.624 2971.32 174.9968 194 2024-01-10 18:53:37
5.98908 0.0 0.0 2.0 0.0 0.0 1700.346 2972.84 175.0524 1030 2024-01-10 19:54:51
5.97096 0.0 0.0 2.0 0.0 0.0 1705.332 2982.78 175.2558 195 2024-01-10 18:53:40
5.95202 0.0 0.0 2.0 0.0 0.0 1710.526 2993.12 175.4912 196 2024-01-10 18:53:43
5.93324 0.0 0.0 2.0 0.0 0.0 1715.638 3003.82 175.7292 197 2024-01-10 18:53:47
5.92598 0.0 0.0 2.0 0.0 0.0 1717.646 3009.38 175.8768 1031 2024-01-10 19:54:57
5.91372 0.0 0.0 2.0 0.0 0.0 1721.1 3014.98 175.979 198 2024-01-10 18:53:50
5.89384 0.0 0.0 2.0 0.0 0.0 1726.61 3026.54 176.2376 199 2024-01-10 18:53:53
5.87242 0.0 0.0 2.0 0.0 0.0 1732.538 3038.96 176.5114 200 2024-01-10 18:53:57
5.85634 0.0 0.0 2.0 0.0 0.0 1737.098 3049.16 176.7602 1032 2024-01-10 19:55:04
5.84916 0.0 0.0 2.0 0.0 0.0 1739.074 3052.8 176.818 201 2024-01-10 18:54:00
5.82508 0.0 0.0 2.0 0.0 0.0 1745.77 3066.24 177.115 202 2024-01-10 18:54:03
5.80322 0.0 0.0 2.0 0.0 0.0 1751.954 3078.94 177.3982 203 2024-01-10 18:54:07
5.7983 0.0 0.0 2.0 0.0 0.0 1753.432 3082.78 177.5022 1033 2024-01-10 19:55:10
5.78312 0.0 0.0 2.0 0.0 0.0 1757.622 3090.24 177.645 204 2024-01-10 18:54:10
5.76496 0.0 0.0 2.0 0.0 0.0 1762.688 3100.44 177.8714 205 2024-01-10 18:54:13
5.74712 0.0 0.0 2.0 0.0 0.0 1767.79 3111.02 178.1032 206 2024-01-10 18:54:17
5.7379 0.0 0.0 2.0 0.0 0.0 1770.42 3116.96 178.2548 1034 2024-01-10 19:55:17
5.72696 0.0 0.0 2.0 0.0 0.0 1773.562 3123.36 178.371 207 2024-01-10 18:54:20
5.70722 0.0 0.0 2.0 0.0 0.0 1779.22 3134.54 178.6162 208 2024-01-10 18:54:23
5.68974 0.0 0.0 2.0 0.0 0.0 1784.134 3144.56 178.8344 209 2024-01-10 18:54:26
5.6767 0.0 0.0 2.0 0.0 0.0 1787.982 3153.66 179.0514 1035 2024-01-10 19:55:23
5.6722 0.0 0.0 2.0 0.0 0.0 1789.198 3155.3 179.0686 210 2024-01-10 18:54:30
5.65236 0.0 0.0 2.0 0.0 0.0 1794.92 3167.4 179.3276 211 2024-01-10 18:54:33
5.63326 0.0 0.0 2.0 0.0 0.0 1800.47 3178.46 179.5676 212 2024-01-10 18:54:36
5.61932 0.0 0.0 2.0 0.0 0.0 1804.534 3187.02 179.7758 1036 2024-01-10 19:55:29
5.61584 0.0 0.0 2.0 0.0 0.0 1805.486 3188.78 179.7914 213 2024-01-10 18:54:40
5.5985 0.0 0.0 2.0 0.0 0.0 1810.856 3200.1 180.0366 214 2024-01-10 18:54:43
5.58276 0.0 0.0 2.0 0.0 0.0 1816.22 3210.9 180.2662 215 2024-01-10 18:54:46
5.58104 0.0 0.0 2.0 0.0 0.0 1816.822 3212.5 180.3238 1037 2024-01-10 19:55:36
5.56794 0.0 0.0 2.0 0.0 0.0 1821.312 3221.42 180.491 216 2024-01-10 18:54:50
5.55346 0.0 0.0 2.0 0.0 0.0 1826.284 3231.5 180.709 217 2024-01-10 18:54:53
5.53892 0.0 0.0 2.0 0.0 0.0 1831.252 3242.12 180.9324 218 2024-01-10 18:54:56
5.53418 0.0 0.0 2.0 0.0 0.0 1832.852 3245.52 181.0302 1038 2024-01-10 19:55:42
5.52262 0.0 0.0 2.0 0.0 0.0 1836.882 3254.0 181.1888 219 2024-01-10 18:54:59
5.50614 0.0 0.0 2.0 0.0 0.0 1842.55 3265.56 181.4316 220 2024-01-10 18:55:03
5.50168 0.0 0.0 5.5 0.0 0.0 1844.072 3266.7 181.4674 153 2024-01-11 15:58:49
5.49544 0.0 0.0 5.5 0.0 0.0 1846.224 3272.36 181.5686 12 2024-01-10 20:18:26
5.4916 0.0 0.0 2.0 0.0 0.0 1847.588 3275.82 181.6496 221 2024-01-10 18:55:06
5.48704 0.0 0.0 2.0 0.0 0.0 1849.2 3280.24 181.7688 1039 2024-01-10 19:55:48
5.47694 0.0 0.0 2.0 0.0 0.0 1852.694 3286.36 181.8712 222 2024-01-10 18:55:09
5.46332 0.0 0.0 2.0 0.0 0.0 1857.488 3296.14 182.0768 223 2024-01-10 18:55:13
5.44996 0.0 0.0 2.0 0.0 0.0 1862.084 3305.82 182.2822 224 2024-01-10 18:55:16
5.43746 0.0 0.0 2.0 0.0 0.0 1866.536 3316.64 182.529 1040 2024-01-10 19:55:55
5.43618 0.0 0.0 2.0 0.0 0.0 1866.982 3315.8 182.4926 225 2024-01-10 18:55:19
5.42256 0.0 0.0 2.0 0.0 0.0 1871.732 3325.94 182.7034 226 2024-01-10 18:55:23
5.40734 0.0 0.0 2.0 0.0 0.0 1877.068 3337.26 182.9362 227 2024-01-10 18:55:26
5.3959 0.0 0.0 2.0 0.0 0.0 1881.148 3345.48 183.1356 1041 2024-01-10 19:56:01
5.39222 0.0 0.0 2.0 0.0 0.0 1882.448 3348.24 183.1672 228 2024-01-10 18:55:29
5.3779 0.0 0.0 2.0 0.0 0.0 1887.498 3358.66 183.3858 229 2024-01-10 18:55:32
5.36386 0.0 0.0 2.0 0.0 0.0 1892.546 3369.26 183.6044 230 2024-01-10 18:55:36
5.3583 0.0 0.0 2.0 0.0 0.0 1894.47 3374.24 183.7354 1042 2024-01-10 19:56:08
5.3497 0.0 0.0 2.0 0.0 0.0 1897.546 3379.46 183.8174 231 2024-01-10 18:55:39
5.33584 0.0 0.0 2.0 0.0 0.0 1902.482 3390.06 184.0348 232 2024-01-10 18:55:42
5.32132 0.0 0.0 2.0 0.0 0.0 1907.676 3400.5 184.2528 233 2024-01-10 18:55:46
5.31586 0.0 0.0 2.0 0.0 0.0 1909.65 3404.58 184.3624 1043 2024-01-10 19:56:14
5.30916 0.0 0.0 2.0 0.0 0.0 1912.116 3409.5 184.4374 234 2024-01-10 18:55:49
5.29722 0.0 0.0 2.0 0.0 0.0 1916.384 3418.5 184.6236 235 2024-01-10 18:55:52
5.28458 0.0 0.0 2.0 0.0 0.0 1920.944 3428.14 184.82 236 2024-01-10 18:55:55
5.27704 0.0 0.0 2.0 0.0 0.0 1923.79 3435.04 184.9842 1044 2024-01-10 19:56:21
5.27138 0.0 0.0 2.0 0.0 0.0 1925.724 3438.18 185.0262 237 2024-01-10 18:55:59
5.25882 0.0 0.0 2.0 0.0 0.0 1930.27 3447.48 185.2158 238 2024-01-10 18:56:02
5.24532 0.0 0.0 2.0 0.0 0.0 1935.142 3457.84 185.4274 239 2024-01-10 18:56:05
5.23578 0.0 0.0 2.0 0.0 0.0 1938.676 3465.8 185.613 1045 2024-01-10 19:56:27
5.23126 0.0 0.0 2.0 0.0 0.0 1940.34 3468.94 185.652 240 2024-01-10 18:56:09
5.21876 0.0 0.0 2.0 0.0 0.0 1944.586 3466.82 185.5822 946 2024-01-10 19:46:19
5.21656 0.0 0.0 2.0 0.0 0.0 1945.708 3480.08 185.8768 241 2024-01-10 18:56:12
5.2025 0.0 0.0 2.0 0.0 0.0 1950.806 3490.82 186.097 242 2024-01-10 18:56:15
5.1994 0.0 0.0 2.0 0.0 0.0 1951.932 3492.82 186.1648 1046 2024-01-10 19:56:34
5.18812 0.0 0.0 2.0 0.0 0.0 1956.112 3501.64 186.3172 243 2024-01-10 18:56:19
5.18714 0.0 0.0 2.0 0.0 0.0 1956.44 3499.64 186.2562 945 2024-01-10 19:46:13
5.1815 0.0 0.0 2.0 0.0 0.0 1958.504 3504.02 186.344 944 2024-01-10 19:46:07
5.17566 0.0 0.0 2.0 0.0 0.0 1960.654 3508.46 186.4354 943 2024-01-10 19:46:02
5.17528 0.0 0.0 2.0 0.0 0.0 1960.862 3511.4 186.5138 244 2024-01-10 18:56:22
5.16982 0.0 0.0 2.0 0.0 0.0 1962.816 3512.9 186.5246 942 2024-01-10 19:45:56
5.16802 0.0 0.0 2.0 0.0 0.0 1963.636 3517.34 186.6554 1047 2024-01-10 19:56:40
5.16388 0.0 0.0 2.0 0.0 0.0 1965.008 3517.54 186.6168 941 2024-01-10 19:45:50
5.16258 0.0 0.0 2.0 0.0 0.0 1965.508 3521.26 186.7106 245 2024-01-10 18:56:25
5.15768 0.0 0.0 2.0 0.0 0.0 1967.288 3522.28 186.713 940 2024-01-10 19:45:44
5.15136 0.0 0.0 2.0 0.0 0.0 1969.646 3527.22 186.8096 939 2024-01-10 19:45:38
5.14944 0.0 0.0 2.0 0.0 0.0 1970.398 3531.54 186.919 246 2024-01-10 18:56:28
5.14492 0.0 0.0 2.0 0.0 0.0 1972.022 3532.1 186.911 938 2024-01-10 19:45:32
5.13836 0.0 0.0 2.0 0.0 0.0 1974.456 3537.18 187.0112 937 2024-01-10 19:45:27
5.1355 0.0 0.0 2.0 0.0 0.0 1975.564 3542.54 187.1392 247 2024-01-10 18:56:32
5.13166 0.0 0.0 2.0 0.0 0.0 1976.942 3542.38 187.1172 936 2024-01-10 19:45:21
5.1294 0.0 0.0 2.0 0.0 0.0 1977.9 3547.54 187.2604 1048 2024-01-10 19:56:47
5.12482 0.0 0.0 2.0 0.0 0.0 1979.494 3547.68 187.2236 935 2024-01-10 19:45:15
5.12186 0.0 0.0 2.0 0.0 0.0 1980.672 3552.94 187.3472 248 2024-01-10 18:56:35
5.11778 0.0 0.0 2.0 0.0 0.0 1982.122 3553.2 187.3338 934 2024-01-10 19:45:09
5.11052 0.0 0.0 2.0 0.0 0.0 1984.82 3558.78 187.4452 933 2024-01-10 19:45:03
5.1105 0.0 0.0 2.0 0.0 0.0 1984.856 3561.1 187.5142 249 2024-01-10 18:56:38
5.10314 0.0 0.0 2.0 0.0 0.0 1987.556 3564.44 187.5596 932 2024-01-10 19:44:58
5.1004 0.0 0.0 2.0 0.0 0.0 1988.64 3569.34 187.6748 250 2024-01-10 18:56:42
5.09568 0.0 0.0 2.0 0.0 0.0 1990.378 3570.36 187.6762 931 2024-01-10 19:44:52
5.09208 0.0 0.0 2.0 0.0 0.0 1991.862 3576.68 187.8446 1049 2024-01-10 19:56:54
5.08836 0.0 0.0 2.0 0.0 0.0 1993.18 3579.08 187.8694 251 2024-01-10 18:56:45
5.08788 0.0 0.0 2.0 0.0 0.0 1993.292 3576.38 187.7974 930 2024-01-10 19:44:46
5.08078 0.0 0.0 2.0 0.0 0.0 1996.288 3582.74 187.9218 929 2024-01-10 19:44:40
5.07742 0.0 0.0 2.0 0.0 0.0 1997.806 3588.72 188.0634 252 2024-01-10 18:56:48
5.07358 0.0 0.0 2.0 0.0 0.0 1999.358 3589.08 188.0494 928 2024-01-10 19:44:35
5.0671 0.0 0.0 2.0 0.0 0.0 2002.182 3597.76 188.2428 253 2024-01-10 18:56:51
5.0662 0.0 0.0 2.0 0.0 0.0 2002.518 3595.74 188.1786 927 2024-01-10 19:44:29
5.05872 0.0 0.0 2.0 0.0 0.0 2005.738 3602.52 188.3148 926 2024-01-10 19:44:23
5.05732 0.0 0.0 2.0 0.0 0.0 2006.378 3606.22 188.4106 254 2024-01-10 18:56:55
5.0568 0.0 0.0 2.0 0.0 0.0 2006.666 3607.84 188.4642 1050 2024-01-10 19:57:00
5.05092 0.0 0.0 2.0 0.0 0.0 2009.068 3609.44 188.452 925 2024-01-10 19:44:17
5.04834 0.0 0.0 2.0 0.0 0.0 2010.26 3614.66 188.576 255 2024-01-10 18:56:58
5.043 0.0 0.0 2.0 0.0 0.0 2012.474 3616.62 188.5924 924 2024-01-10 19:44:12
5.03758 0.0 0.0 2.0 0.0 0.0 2014.912 3624.66 188.7722 256 2024-01-10 18:57:01
5.03482 0.0 0.0 2.0 0.0 0.0 2015.994 3623.96 188.7366 923 2024-01-10 19:44:06
5.0269 0.0 0.0 2.0 0.0 0.0 2019.458 3633.66 188.9774 1051 2024-01-10 19:57:07
5.02682 0.0 0.0 2.0 0.0 0.0 2019.492 3633.98 188.9596 257 2024-01-10 18:57:05
5.02644 0.0 0.0 2.0 0.0 0.0 2019.612 3631.44 188.887 922 2024-01-10 19:44:00
5.01788 0.0 0.0 2.0 0.0 0.0 2023.292 3639.24 189.0398 921 2024-01-10 19:43:55
5.01722 0.0 0.0 2.0 0.0 0.0 2023.664 3642.58 189.1304 258 2024-01-10 18:57:08
5.00912 0.0 0.0 2.0 0.0 0.0 2027.096 3647.24 189.1974 920 2024-01-10 19:43:49
5.00768 0.0 0.0 2.0 0.0 0.0 2027.786 3651.36 189.3006 259 2024-01-10 18:57:11
5.00012 0.0 0.0 2.0 0.0 0.0 2031.006 3655.42 189.3558 919 2024-01-10 19:43:43
4.99836 0.0 0.0 5.0 0.0 0.0 2031.772 3658.7 189.4398 11 2024-01-10 20:16:56
4.99762 0.0 0.0 2.0 0.0 0.0 2032.168 3660.76 189.4836 260 2024-01-10 18:57:15
4.99676 0.0 0.0 5.0 0.0 0.0 2032.468 3658.84 189.4654 154 2024-01-11 16:00:12
4.9908 0.0 0.0 2.0 0.0 0.0 2035.052 3663.78 189.5234 918 2024-01-10 19:43:37
4.98788 0.0 0.0 2.0 0.0 0.0 2036.354 3669.34 189.6532 261 2024-01-10 18:57:18
4.98122 0.0 0.0 2.0 0.0 0.0 2039.202 3672.56 189.6928 917 2024-01-10 19:43:32
4.97818 0.0 0.0 2.0 0.0 0.0 2040.56 3678.06 189.8256 262 2024-01-10 18:57:21
4.97136 0.0 0.0 2.0 0.0 0.0 2043.522 3681.68 189.8686 916 2024-01-10 19:43:26
4.9693 0.0 0.0 2.0 0.0 0.0 2044.506 3686.22 189.9842 263 2024-01-10 18:57:24
4.96122 0.0 0.0 2.0 0.0 0.0 2047.952 3690.78 190.0482 915 2024-01-10 19:43:20
4.96072 0.0 0.0 2.0 0.0 0.0 2048.228 3694.0 190.1368 264 2024-01-10 18:57:28
4.9523 0.0 0.0 2.0 0.0 0.0 2051.92 3701.8 190.2874 265 2024-01-10 18:57:31
4.95082 0.0 0.0 2.0 0.0 0.0 2052.492 3700.36 190.2346 914 2024-01-10 19:43:15
4.94296 0.0 0.0 2.0 0.0 0.0 2056.034 3710.72 190.4624 266 2024-01-10 18:57:34
4.94024 0.0 0.0 2.0 0.0 0.0 2057.142 3710.06 190.4254 913 2024-01-10 19:43:09
4.9333 0.0 0.0 2.0 0.0 0.0 2060.248 3719.56 190.6332 267 2024-01-10 18:57:38
4.92932 0.0 0.0 2.0 0.0 0.0 2061.954 3720.12 190.6192 912 2024-01-10 19:43:03
4.92398 0.0 0.0 2.0 0.0 0.0 2064.362 3728.1 190.798 268 2024-01-10 18:57:41
4.91802 0.0 0.0 2.0 0.0 0.0 2066.924 3730.58 190.8234 911 2024-01-10 19:42:58
4.91468 0.0 0.0 2.0 0.0 0.0 2068.484 3736.86 190.9666 269 2024-01-10 18:57:44
4.90642 0.0 0.0 2.0 0.0 0.0 2072.06 3741.36 191.0306 910 2024-01-10 19:42:52
4.9057 0.0 0.0 2.0 0.0 0.0 2072.434 3745.16 191.1284 270 2024-01-10 18:57:48
4.89648 0.0 0.0 4.9 0.0 0.0 2076.486 3752.74 191.2682 10 2024-01-10 20:16:07
4.89598 0.0 0.0 2.0 0.0 0.0 2076.734 3754.2 191.3026 271 2024-01-10 18:57:51
4.8943 0.0 0.0 2.0 0.0 0.0 2077.44 3752.66 191.2476 909 2024-01-10 19:42:46
4.89158 0.0 0.0 4.9 0.0 0.0 2078.694 3757.56 191.379 155 2024-01-11 16:01:01
4.88718 0.0 0.0 2.0 0.0 0.0 2080.668 3762.26 191.4556 272 2024-01-10 18:57:54
4.88194 0.0 0.0 2.0 0.0 0.0 2082.958 3764.12 191.4672 908 2024-01-10 19:42:41
4.87896 0.0 0.0 2.0 0.0 0.0 2084.334 3770.06 191.6064 273 2024-01-10 18:57:57
4.86988 0.0 0.0 2.0 0.0 0.0 2088.384 3778.94 191.7768 274 2024-01-10 18:58:01
4.86942 0.0 0.0 2.0 0.0 0.0 2088.538 3775.9 191.6948 907 2024-01-10 19:42:35
4.86016 0.0 0.0 2.0 0.0 0.0 2092.726 3787.96 191.9524 275 2024-01-10 18:58:04
4.85646 0.0 0.0 2.0 0.0 0.0 2094.312 3788.14 191.9278 906 2024-01-10 19:42:29
4.85098 0.0 0.0 2.0 0.0 0.0 2096.84 3796.72 192.116 276 2024-01-10 18:58:07
4.84308 0.0 0.0 2.0 0.0 0.0 2100.286 3800.66 192.1674 905 2024-01-10 19:42:24
4.84118 0.0 0.0 2.0 0.0 0.0 2101.198 3805.9 192.293 277 2024-01-10 18:58:11
