T_B[K] T_C[K] T_D[K] Setpoint_B[K] Setpoint_C[K] Setpoint_D[K] Sensor_B[Ohm] Sensor_C[Ohm] Sensor_D[Ohm] CNT yyyy-mm-dd hh:mm:ss
199.99040000 0.00000000 0.00000000 200.00000000 0.00000000 0.00000000 92.1884000000 109.8898000000 38.8044000000 24 2024-01-11 08:12:20
194.98620000 0.00000000 0.00000000 195.00000000 0.00000000 0.00000000 94.4304000000 112.7086000000 39.3684000000 25 2024-01-11 08:19:25
189.99140000 0.00000000 0.00000000 190.00000000 0.00000000 0.00000000 96.7250000000 115.5970000000 39.9402000000 26 2024-01-11 08:26:27
184.98200000 0.00000000 0.00000000 185.00000000 0.00000000 0.00000000 99.1978000000 118.7182000000 40.5494000000 27 2024-01-11 08:33:39
179.98760000 0.00000000 0.00000000 180.00000000 0.00000000 0.00000000 101.7290000000 121.9232000000 41.1666000000 28 2024-01-11 08:40:51
174.99940000 0.00000000 0.00000000 175.00000000 0.00000000 0.00000000 104.4640000000 125.3888000000 41.8258000000 29 2024-01-11 08:48:02
169.98640000 0.00000000 0.00000000 170.00000000 0.00000000 0.00000000 107.2882000000 128.9842000000 42.4988000000 30 2024-01-11 08:55:24
164.98120000 0.00000000 0.00000000 165.00000000 0.00000000 0.00000000 110.3510000000 132.8904000000 43.2186000000 31 2024-01-11 09:02:43
159.99500000 0.00000000 0.00000000 160.00000000 0.00000000 0.00000000 113.4904000000 136.9042000000 43.9470000000 32 2024-01-11 09:10:16
154.97660000 0.00000000 0.00000000 155.00000000 0.00000000 0.00000000 116.9274000000 141.3074000000 44.7344000000 33 2024-01-11 09:18:10
149.98440000 0.00000000 0.00000000 150.00000000 0.00000000 0.00000000 120.4514000000 145.8314000000 45.5298000000 34 2024-01-11 09:26:00
144.98960000 0.00000000 0.00000000 145.00000000 0.00000000 0.00000000 124.3158000000 150.8088000000 46.3890000000 35 2024-01-11 09:33:45
139.98720000 0.00000000 0.00000000 140.00000000 0.00000000 0.00000000 128.3128000000 155.9756000000 47.2644000000 36 2024-01-11 09:41:25
134.98940000 0.00000000 0.00000000 135.00000000 0.00000000 0.00000000 132.7040000000 161.6684000000 48.2100000000 37 2024-01-11 09:49:16
129.97340000 0.00000000 0.00000000 130.00000000 0.00000000 0.00000000 137.2658000000 167.5986000000 49.1774000000 38 2024-01-11 09:55:39
124.97240000 0.00000000 0.00000000 125.00000000 0.00000000 0.00000000 142.3030000000 174.1660000000 50.2254000000 39 2024-01-11 10:02:07
119.97800000 0.00000000 0.00000000 120.00000000 0.00000000 0.00000000 147.5222000000 181.0056000000 51.2918000000 40 2024-01-11 10:08:47
114.98180000 0.00000000 0.00000000 115.00000000 0.00000000 0.00000000 153.3490000000 188.6700000000 52.4600000000 41 2024-01-11 10:15:19
109.98160000 0.00000000 0.00000000 110.00000000 0.00000000 0.00000000 159.4154000000 196.6844000000 53.6524000000 42 2024-01-11 10:22:09
104.99760000 0.00000000 0.00000000 105.00000000 0.00000000 0.00000000 166.2300000000 205.7260000000 54.9624000000 43 2024-01-11 10:28:47
100.02200000 0.00000000 0.00000000 100.00000000 0.00000000 0.00000000 173.3232000000 215.1820000000 56.2964000000 44 2024-01-11 10:34:43
98.98432000 0.00000000 0.00000000 99.00000000 0.00000000 0.00000000 174.9400000000 217.3558000000 56.5950000000 45 2024-01-11 10:38:59
97.99996000 0.00000000 0.00000000 98.00000000 0.00000000 0.00000000 176.4892000000 219.4328000000 56.8802000000 46 2024-01-11 10:42:54
96.99128000 0.00000000 0.00000000 97.00000000 0.00000000 0.00000000 178.0904000000 221.5962000000 57.1778000000 47 2024-01-11 10:46:57
95.99406000 0.00000000 0.00000000 96.00000000 0.00000000 0.00000000 179.6878000000 223.7448000000 57.4704000000 48 2024-01-11 10:50:45
95.00218000 0.00000000 0.00000000 95.00000000 0.00000000 0.00000000 181.2916000000 225.9020000000 57.7618000000 49 2024-01-11 10:54:34
93.99350000 0.00000000 0.00000000 94.00000000 0.00000000 0.00000000 183.0162000000 228.2142000000 58.0688000000 50 2024-01-11 10:58:28
93.02564000 0.00000000 0.00000000 93.00000000 0.00000000 0.00000000 184.6860000000 230.4720000000 58.3750000000 51 2024-01-11 11:02:22
91.99278000 0.00000000 0.00000000 92.00000000 0.00000000 0.00000000 186.4848000000 232.8990000000 58.6982000000 52 2024-01-11 11:06:08
90.98652000 0.00000000 0.00000000 91.00000000 0.00000000 0.00000000 188.2542000000 235.2864000000 59.0138000000 53 2024-01-11 11:09:54
89.99182000 0.00000000 0.00000000 90.00000000 0.00000000 0.00000000 190.0216000000 237.6748000000 59.3274000000 54 2024-01-11 11:13:45
88.99346000 0.00000000 0.00000000 89.00000000 0.00000000 0.00000000 191.9010000000 240.2150000000 59.6584000000 55 2024-01-11 11:17:44
87.98080000 0.00000000 0.00000000 88.00000000 0.00000000 0.00000000 193.8254000000 242.8270000000 59.9970000000 56 2024-01-11 11:21:38
86.99230000 0.00000000 0.00000000 87.00000000 0.00000000 0.00000000 195.7238000000 245.3942000000 60.3284000000 57 2024-01-11 11:25:32
85.98376000 0.00000000 0.00000000 86.00000000 0.00000000 0.00000000 197.6790000000 248.0450000000 60.6678000000 58 2024-01-11 11:29:20
84.99540000 0.00000000 0.00000000 85.00000000 0.00000000 0.00000000 199.6154000000 250.6738000000 61.0024000000 59 2024-01-11 11:33:15
83.98478000 0.00000000 0.00000000 84.00000000 0.00000000 0.00000000 201.7224000000 253.5422000000 61.3638000000 60 2024-01-11 11:37:15
82.99030000 0.00000000 0.00000000 83.00000000 0.00000000 0.00000000 203.8178000000 256.3982000000 61.7224000000 61 2024-01-11 11:41:06
81.99754000 0.00000000 0.00000000 82.00000000 0.00000000 0.00000000 205.9310000000 259.2764000000 62.0802000000 62 2024-01-11 11:45:01
80.98904000 0.00000000 0.00000000 81.00000000 0.00000000 0.00000000 208.1000000000 262.2394000000 62.4472000000 63 2024-01-11 11:48:52
79.99408000 0.00000000 0.00000000 80.00000000 0.00000000 0.00000000 210.2652000000 265.2050000000 62.8094000000 64 2024-01-11 11:52:47
78.99084000 0.00000000 0.00000000 79.00000000 0.00000000 0.00000000 212.5928000000 268.3864000000 63.1986000000 65 2024-01-11 11:56:47
77.98496000 0.00000000 0.00000000 78.00000000 0.00000000 0.00000000 214.9530000000 271.6140000000 63.5900000000 66 2024-01-11 12:00:50
76.98992000 0.00000000 0.00000000 77.00000000 0.00000000 0.00000000 217.3136000000 274.8540000000 63.9790000000 67 2024-01-11 12:04:52
75.98918000 0.00000000 0.00000000 76.00000000 0.00000000 0.00000000 219.7130000000 278.1580000000 64.3724000000 68 2024-01-11 12:08:49
74.99148000 0.00000000 0.00000000 75.00000000 0.00000000 0.00000000 222.1356000000 281.4960000000 64.7662000000 69 2024-01-11 12:12:39
73.98618000 0.00000000 0.00000000 74.00000000 0.00000000 0.00000000 224.7538000000 285.0940000000 65.1890000000 70 2024-01-11 12:16:42
72.99664000 0.00000000 0.00000000 73.00000000 0.00000000 0.00000000 227.3608000000 288.6920000000 65.6074000000 71 2024-01-11 12:20:45
71.99462000 0.00000000 0.00000000 72.00000000 0.00000000 0.00000000 230.0318000000 292.3900000000 66.0340000000 72 2024-01-11 12:24:42
70.99328000 0.00000000 0.00000000 71.00000000 0.00000000 0.00000000 232.7320000000 296.1340000000 66.4616000000 73 2024-01-11 12:28:36
69.99482000 0.00000000 0.00000000 70.00000000 0.00000000 0.00000000 235.4592000000 299.9180000000 66.8920000000 74 2024-01-11 12:32:28
68.98522000 0.00000000 0.00000000 69.00000000 0.00000000 0.00000000 238.4330000000 304.0460000000 67.3562000000 75 2024-01-11 12:36:19
67.98924000 0.00000000 0.00000000 68.00000000 0.00000000 0.00000000 241.4038000000 308.1800000000 67.8170000000 76 2024-01-11 12:40:15
66.98928000 0.00000000 0.00000000 67.00000000 0.00000000 0.00000000 244.4236000000 312.3920000000 68.2826000000 77 2024-01-11 12:44:11
65.98812000 0.00000000 0.00000000 66.00000000 0.00000000 0.00000000 247.4850000000 316.6720000000 68.7504000000 78 2024-01-11 12:48:01
64.99012000 0.00000000 0.00000000 65.00000000 0.00000000 0.00000000 250.5788000000 321.0000000000 69.2206000000 79 2024-01-11 12:51:58
63.98684000 0.00000000 0.00000000 64.00000000 0.00000000 0.00000000 253.9520000000 325.7300000000 69.7288000000 80 2024-01-11 12:56:08
62.98832000 0.00000000 0.00000000 63.00000000 0.00000000 0.00000000 257.3542000000 330.5100000000 70.2372000000 81 2024-01-11 13:00:00
61.98794000 0.00000000 0.00000000 62.00000000 0.00000000 0.00000000 260.8084000000 335.3780000000 70.7500000000 82 2024-01-11 13:04:01
60.99320000 0.00000000 0.00000000 61.00000000 0.00000000 0.00000000 264.2890000000 340.2800000000 71.2618000000 83 2024-01-11 13:08:00
59.98800000 0.00000000 0.00000000 60.00000000 0.00000000 0.00000000 267.8574000000 345.3340000000 71.7832000000 84 2024-01-11 13:11:52
58.99150000 0.00000000 0.00000000 59.00000000 0.00000000 0.00000000 271.7200000000 350.8040000000 72.3422000000 85 2024-01-11 13:15:40
57.98556000 0.00000000 0.00000000 58.00000000 0.00000000 0.00000000 275.6700000000 356.4260000000 72.9098000000 86 2024-01-11 13:19:49
56.98968000 0.00000000 0.00000000 57.00000000 0.00000000 0.00000000 279.6400000000 362.0680000000 73.4742000000 87 2024-01-11 13:23:46
55.99526000 0.00000000 0.00000000 56.00000000 0.00000000 0.00000000 283.6600000000 367.8060000000 74.0402000000 88 2024-01-11 13:27:37
54.98780000 0.00000000 0.00000000 55.00000000 0.00000000 0.00000000 287.7980000000 373.7260000000 74.6198000000 89 2024-01-11 13:31:26
53.98398000 0.00000000 0.00000000 54.00000000 0.00000000 0.00000000 292.3400000000 380.2520000000 75.2492000000 90 2024-01-11 13:35:32
52.99226000 0.00000000 0.00000000 53.00000000 0.00000000 0.00000000 296.9100000000 386.8180000000 75.8754000000 91 2024-01-11 13:39:39
51.98024000 0.00000000 0.00000000 52.00000000 0.00000000 0.00000000 301.6360000000 393.6540000000 76.5178000000 92 2024-01-11 13:43:34
50.99022000 0.00000000 0.00000000 51.00000000 0.00000000 0.00000000 306.3400000000 400.4400000000 77.1506000000 93 2024-01-11 13:47:26
49.98904000 0.00000000 0.00000000 50.00000000 0.00000000 0.00000000 311.1700000000 407.4600000000 77.7944000000 94 2024-01-11 13:51:23
48.99212000 0.00000000 0.00000000 49.00000000 0.00000000 0.00000000 316.3600000000 415.0120000000 78.4778000000 95 2024-01-11 13:55:19
47.99212000 0.00000000 0.00000000 48.00000000 0.00000000 0.00000000 321.6600000000 422.7680000000 79.1700000000 96 2024-01-11 13:59:08
47.00616000 0.00000000 0.00000000 47.00000000 0.00000000 0.00000000 327.2200000000 430.9020000000 79.8878000000 97 2024-01-11 14:03:33
45.98634000 0.00000000 0.00000000 46.00000000 0.00000000 0.00000000 333.0700000000 439.5140000000 80.6344000000 98 2024-01-11 14:07:17
44.99090000 0.00000000 0.00000000 45.00000000 0.00000000 0.00000000 338.8900000000 448.0980000000 81.3684000000 99 2024-01-11 14:10:53
44.00354000 0.00000000 0.00000000 44.00000000 0.00000000 0.00000000 345.1300000000 457.3660000000 82.1494000000 100 2024-01-11 14:15:41
42.98532000 0.00000000 0.00000000 43.00000000 0.00000000 0.00000000 351.6900000000 467.1100000000 82.9576000000 101 2024-01-11 14:19:28
41.98906000 0.00000000 0.00000000 42.00000000 0.00000000 0.00000000 358.2300000000 476.8820000000 83.7530000000 102 2024-01-11 14:22:58
40.98388000 0.00000000 0.00000000 41.00000000 0.00000000 0.00000000 365.3900000000 487.6200000000 84.6144000000 103 2024-01-11 14:26:50
39.98076000 0.00000000 0.00000000 40.00000000 0.00000000 0.00000000 372.6720000000 498.5760000000 85.4780000000 104 2024-01-11 14:30:29
38.98616000 0.00000000 0.00000000 39.00000000 0.00000000 0.00000000 380.0500000000 509.7420000000 86.3420000000 105 2024-01-11 14:33:51
37.98552000 0.00000000 0.00000000 38.00000000 0.00000000 0.00000000 388.1600000000 522.0680000000 87.2778000000 106 2024-01-11 14:37:17
36.98342000 0.00000000 0.00000000 37.00000000 0.00000000 0.00000000 396.4600000000 534.7380000000 88.2220000000 107 2024-01-11 14:40:36
35.98440000 0.00000000 0.00000000 36.00000000 0.00000000 0.00000000 404.9200000000 547.7080000000 89.1708000000 108 2024-01-11 14:43:49
34.98630000 0.00000000 0.00000000 35.00000000 0.00000000 0.00000000 414.2100000000 561.9980000000 90.1996000000 109 2024-01-11 14:46:55
34.00992000 0.00000000 0.00000000 34.00000000 0.00000000 0.00000000 423.5020000000 576.3760000000 91.2076000000 110 2024-01-11 14:49:48
33.01302000 0.00000000 0.00000000 33.00000000 0.00000000 0.00000000 433.2060000000 591.4480000000 92.2440000000 111 2024-01-11 14:52:13
31.97792000 0.00000000 0.00000000 32.00000000 0.00000000 0.00000000 444.2600000000 608.8100000000 93.4114000000 112 2024-01-11 14:55:21
30.98892000 0.00000000 0.00000000 31.00000000 0.00000000 0.00000000 455.0960000000 625.9100000000 94.5368000000 113 2024-01-11 14:59:01
29.99108000 0.00000000 0.00000000 30.00000000 0.00000000 0.00000000 466.8820000000 644.5260000000 95.7332000000 114 2024-01-11 15:02:15
28.98040000 0.00000000 0.00000000 29.00000000 0.00000000 0.00000000 479.2700000000 664.3360000000 96.9750000000 115 2024-01-11 15:05:23
28.00874000 0.00000000 0.00000000 28.00000000 0.00000000 0.00000000 492.0620000000 684.9280000000 98.2378000000 116 2024-01-11 15:08:22
26.99504000 0.00000000 0.00000000 27.00000000 0.00000000 0.00000000 506.1560000000 707.7460000000 99.5992000000 117 2024-01-11 15:10:56
25.99434000 0.00000000 0.00000000 26.00000000 0.00000000 0.00000000 520.8600000000 731.5840000000 100.9884000000 118 2024-01-11 15:13:54
24.97380000 0.00000000 0.00000000 25.00000000 0.00000000 0.00000000 537.1080000000 758.2320000000 102.4926000000 119 2024-01-11 15:15:46
23.98242000 0.00000000 0.00000000 24.00000000 0.00000000 0.00000000 553.8180000000 785.9540000000 104.0202000000 120 2024-01-11 15:19:30
22.97156000 0.00000000 0.00000000 23.00000000 0.00000000 0.00000000 572.1320000000 816.5160000000 105.6540000000 121 2024-01-11 15:20:44
21.99792000 0.00000000 0.00000000 22.00000000 0.00000000 0.00000000 591.2780000000 848.5320000000 107.3202000000 122 2024-01-11 15:21:54
20.98606000 0.00000000 0.00000000 21.00000000 0.00000000 0.00000000 612.4100000000 884.4260000000 109.1286000000 123 2024-01-11 15:25:37
20.00088000 0.00000000 0.00000000 20.00000000 0.00000000 0.00000000 634.8580000000 922.6060000000 110.9958000000 124 2024-01-11 15:27:38
19.47162000 0.00000000 0.00000000 19.50000000 0.00000000 0.00000000 647.8940000000 945.2620000000 112.0790000000 125 2024-01-11 15:28:37
19.01076000 0.00000000 0.00000000 19.00000000 0.00000000 0.00000000 659.5920000000 965.6680000000 113.0392000000 126 2024-01-11 15:29:35
18.49018000 0.00000000 0.00000000 18.50000000 0.00000000 0.00000000 673.5580000000 989.6600000000 114.1436000000 127 2024-01-11 15:30:32
17.98460000 0.00000000 0.00000000 18.00000000 0.00000000 0.00000000 687.6780000000 1014.3800000000 115.2688000000 128 2024-01-11 15:31:34
17.47678000 0.00000000 0.00000000 17.50000000 0.00000000 0.00000000 702.7000000000 1040.8780000000 116.4490000000 129 2024-01-11 15:32:32
16.98916000 0.00000000 0.00000000 17.00000000 0.00000000 0.00000000 717.7980000000 1067.3060000000 117.6072000000 130 2024-01-11 15:33:34
16.49714000 0.00000000 0.00000000 16.50000000 0.00000000 0.00000000 733.8780000000 1095.6860000000 118.8302000000 131 2024-01-11 15:34:34
15.98732000 0.00000000 0.00000000 16.00000000 0.00000000 0.00000000 751.4660000000 1126.8640000000 120.1496000000 132 2024-01-11 15:35:31
15.49204000 0.00000000 0.00000000 15.50000000 0.00000000 0.00000000 769.5320000000 1159.5020000000 121.5002000000 133 2024-01-11 15:36:29
14.99602000 0.00000000 0.00000000 15.00000000 0.00000000 0.00000000 788.7840000000 1194.3480000000 122.9222000000 134 2024-01-11 15:37:30
14.49172000 0.00000000 0.00000000 14.50000000 0.00000000 0.00000000 809.4720000000 1231.6280000000 124.4108000000 135 2024-01-11 15:38:33
14.00482000 0.00000000 0.00000000 14.00000000 0.00000000 0.00000000 830.9480000000 1270.4680000000 125.9284000000 136 2024-01-11 15:39:36
13.49132000 0.00000000 0.00000000 13.50000000 0.00000000 0.00000000 854.9800000000 1314.4460000000 127.6124000000 137 2024-01-11 15:40:35
12.98838000 0.00000000 0.00000000 13.00000000 0.00000000 0.00000000 880.5580000000 1361.5960000000 129.3802000000 138 2024-01-11 15:41:46
12.49394000 0.00000000 0.00000000 12.50000000 0.00000000 0.00000000 907.2620000000 1410.5360000000 131.1724000000 139 2024-01-11 15:42:46
11.99288000 0.00000000 0.00000000 12.00000000 0.00000000 0.00000000 936.9500000000 1466.2060000000 133.1632000000 140 2024-01-11 15:43:47
11.49592000 0.00000000 0.00000000 11.50000000 0.00000000 0.00000000 968.4260000000 1525.5040000000 135.2330000000 141 2024-01-11 15:44:50
10.99940000 0.00000000 0.00000000 11.00000000 0.00000000 0.00000000 1003.1720000000 1590.3440000000 137.4390000000 142 2024-01-11 15:45:52
10.49672000 0.00000000 0.00000000 10.50000000 0.00000000 0.00000000 1041.2220000000 1662.7140000000 139.8402000000 143 2024-01-11 15:46:53
9.99744000 0.00000000 0.00000000 10.00000000 0.00000000 0.00000000 1083.3140000000 1742.7780000000 142.4166000000 144 2024-01-11 15:48:00
9.49468000 0.00000000 0.00000000 9.50000000 0.00000000 0.00000000 1129.9260000000 1832.0900000000 145.2056000000 145 2024-01-11 15:49:07
8.99812000 0.00000000 0.00000000 9.00000000 0.00000000 0.00000000 1181.6000000000 1932.2840000000 148.2390000000 146 2024-01-11 15:50:15
8.50412000 0.00000000 0.00000000 8.50000000 0.00000000 0.00000000 1239.5340000000 2045.2500000000 151.5412000000 147 2024-01-11 15:51:27
7.99408000 0.00000000 0.00000000 8.00000000 0.00000000 0.00000000 1306.9180000000 2177.9360000000 155.2780000000 148 2024-01-11 15:52:36
7.49474000 0.00000000 0.00000000 7.50000000 0.00000000 0.00000000 1383.8840000000 2329.9880000000 159.3844000000 149 2024-01-11 15:53:50
7.00202000 0.00000000 0.00000000 7.00000000 0.00000000 0.00000000 1468.9800000000 2499.7540000000 163.7738000000 150 2024-01-11 15:55:01
6.50476000 0.00000000 0.00000000 6.50000000 0.00000000 0.00000000 1571.8560000000 2707.7600000000 168.8762000000 151 2024-01-11 15:56:17
5.99876000 0.00000000 0.00000000 6.00000000 0.00000000 0.00000000 1697.6660000000 2964.8600000000 174.8644000000 152 2024-01-11 15:57:33
5.50168000 0.00000000 0.00000000 5.50000000 0.00000000 0.00000000 1844.0720000000 3266.7000000000 181.4674000000 153 2024-01-11 15:58:49
4.99676000 0.00000000 0.00000000 5.00000000 0.00000000 0.00000000 2032.4680000000 3658.8400000000 189.4654000000 154 2024-01-11 16:00:12
4.89158000 0.00000000 0.00000000 4.90000000 0.00000000 0.00000000 2078.6940000000 3757.5600000000 191.3790000000 155 2024-01-11 16:01:01
4.79746000 0.00000000 0.00000000 4.80000000 0.00000000 0.00000000 2120.8860000000 3845.0200000000 193.0512000000 156 2024-01-11 16:01:49
4.70142000 0.00000000 0.00000000 4.70000000 0.00000000 0.00000000 2164.8740000000 3938.8000000000 194.8148000000 157 2024-01-11 16:02:38
4.59980000 0.00000000 0.00000000 4.60000000 0.00000000 0.00000000 2218.4300000000 4053.0000000000 196.9196000000 158 2024-01-11 16:03:29
4.50484000 0.00000000 0.00000000 4.50000000 0.00000000 0.00000000 2270.8600000000 4163.4000000000 198.9200000000 159 2024-01-11 16:04:21
4.40608000 0.00000000 0.00000000 4.40000000 0.00000000 0.00000000 2326.7620000000 4283.3000000000 201.0520000000 160 2024-01-11 16:05:15
4.30428000 0.00000000 0.00000000 4.30000000 0.00000000 0.00000000 2385.7640000000 4409.7200000000 203.2534000000 161 2024-01-11 16:06:10
4.19950000 0.00000000 0.00000000 4.20000000 0.00000000 0.00000000 2448.9860000000 4544.5600000000 205.5514000000 162 2024-01-11 16:07:25
4.11270000 0.00000000 0.00000000 4.10000000 0.00000000 0.00000000 2508.3840000000 4673.4200000000 207.7018000000 163 2024-01-11 16:09:13
4.02668000 0.00000000 0.00000000 4.00000000 0.00000000 0.00000000 2568.6340000000 4803.5200000000 209.8096000000 164 2024-01-11 16:34:21
